Player,standard | Nation,standard | Pos,standard | Squad,standard | Age,standard | Born,standard_Playing Time | MP,standard_Playing Time | Starts,standard_Playing Time | Min,standard_Performance | Gls,standard_Performance | Ast,standard_Performance | CrdY,standard_Performance | CrdR,standard_Expected | xG,standard_Expected | xAG,standard_Progression | PrgC,standard_Progression | PrgP,standard_Progression | PrgR,standard_Per 90 Minutes | Gls,standard_Per 90 Minutes | Ast,standard_Per 90 Minutes | xG,standard_Per 90 Minutes | xAG,keepers_Performance | GA90,keepers_Performance | Save%,keepers_Performance | CS%,keepers_Penalty Kicks | Save%,shooting_Standard | SoT%,shooting_Standard | SoT/90,shooting_Standard | G/Sh,shooting_Standard | Dist,passing_Total | Cmp,passing_Total | Cmp%,passing_Total | TotDist,passing_Short | Cmp%,passing_Medium | Cmp%,passing_Long | Cmp%,passing | KP,passing | 1/3,passing | PPA,passing | CrsPA,passing | PrgP,gca_SCA | SCA,gca_SCA | SCA90,gca_GCA | GCA,gca_GCA | GCA90,defense_Tackles | Tkl,defense_Tackles | TklW,defense_Challenges | Att,defense_Challenges | Lost,defense_Blocks | Blocks,defense_Blocks | Sh,defense_Blocks | Pass,defense | Int,possession_Touches | Touches,possession_Touches | Def Pen,possession_Touches | Def 3rd,possession_Touches | Mid 3rd,possession_Touches | Att 3rd,possession_Touches | Att Pen,possession_Take-Ons | Att,possession_Take-Ons | Succ%,possession_Take-Ons | Tkld%,possession_Carries | Carries,possession_Carries | PrgDist,possession_Carries | PrgC,possession_Carries | 1/3,possession_Carries | CPA,possession_Carries | Mis,possession_Carries | Dis,possession_Receiving | Rec,possession_Receiving | PrgR,misc_Performance | Fls,misc_Performance | Fld,misc_Performance | Off,misc_Performance | Crs,misc_Performance | Recov,misc_Aerial Duels | Won,misc_Aerial Duels | Lost,misc_Aerial Duels | Won%
Lewis Dunk,eng ENG,DF,Brighton,33.0,1991.0,24.0,22.0,1993.0,0.0,0.0,5.0,0.0,0.8,0.5,20.0,142.0,3.0,0.0,0.0,0.04,0.02,0.0,0.0,0.0,0.0,25.0,0.14,0.0,12.1,1724.0,90.9,32037.0,96.2,95.1,62.5,6.0,154.0,6.0,0.0,142.0,19.0,0.86,3.0,0.14,17.0,10.0,19.0,8.0,26.0,17.0,9.0,12.0,2062.0,245.0,966.0,994.0,112.0,21.0,1.0,0.0,100.0,1302.0,3247.0,20.0,18.0,0.0,8.0,3.0,1509.0,3.0,7.0,10.0,2.0,5.0,102.0,49.0,30.0,62.0
Lewis Hall,eng ENG,DF,Newcastle Utd,20.0,2004.0,27.0,24.0,2189.0,0.0,4.0,3.0,0.0,0.4,4.3,41.0,123.0,80.0,0.0,0.16,0.02,0.18,0.0,0.0,0.0,0.0,9.1,0.04,0.0,18.8,1300.0,81.7,21999.0,91.3,85.1,51.5,34.0,114.0,17.0,5.0,123.0,63.0,2.59,6.0,0.25,58.0,41.0,74.0,34.0,33.0,18.0,15.0,18.0,1820.0,95.0,623.0,804.0,414.0,47.0,21.0,52.4,33.3,950.0,2358.0,41.0,22.0,13.0,33.0,20.0,1094.0,80.0,9.0,21.0,1.0,110.0,119.0,30.0,31.0,49.2
Lewis Miley,eng ENG,MF,Newcastle Utd,19.0,2006.0,12.0,1.0,249.0,1.0,0.0,0.0,0.0,0.5,0.0,2.0,14.0,7.0,0.36,0.0,0.2,0.01,0.0,0.0,0.0,0.0,66.7,0.72,0.33,14.6,142.0,87.7,2084.0,88.9,96.1,87.5,1.0,10.0,4.0,0.0,14.0,3.0,1.08,0.0,0.0,11.0,9.0,11.0,5.0,5.0,1.0,4.0,2.0,198.0,5.0,37.0,105.0,57.0,5.0,3.0,33.3,33.3,96.0,186.0,2.0,1.0,0.0,5.0,1.0,141.0,7.0,3.0,1.0,0.0,0.0,16.0,5.0,5.0,50.0
Liam Delap,eng ENG,FW,Ipswich Town,22.0,2003.0,33.0,30.0,2424.0,12.0,2.0,9.0,0.0,9.1,1.9,59.0,30.0,104.0,0.45,0.07,0.34,0.07,0.0,0.0,0.0,0.0,43.5,1.0,0.16,15.9,208.0,61.0,2873.0,70.3,63.1,39.1,20.0,16.0,6.0,0.0,30.0,60.0,2.23,7.0,0.26,10.0,7.0,14.0,12.0,8.0,0.0,8.0,2.0,647.0,29.0,78.0,270.0,320.0,87.0,82.0,46.3,42.7,424.0,1511.0,59.0,45.0,28.0,96.0,55.0,507.0,104.0,65.0,48.0,13.0,5.0,64.0,52.0,67.0,43.7
Lisandro Martínez,ar ARG,DF,Manchester Utd,27.0,1998.0,20.0,20.0,1751.0,2.0,1.0,7.0,0.0,1.3,1.1,23.0,117.0,7.0,0.1,0.05,0.07,0.06,0.0,0.0,0.0,0.0,35.3,0.31,0.12,15.9,1200.0,89.4,20292.0,94.2,93.0,55.2,9.0,91.0,18.0,2.0,117.0,26.0,1.34,2.0,0.1,40.0,24.0,36.0,15.0,22.0,8.0,14.0,32.0,1524.0,156.0,713.0,697.0,125.0,18.0,7.0,85.7,14.3,1017.0,3129.0,23.0,23.0,2.0,1.0,3.0,1069.0,7.0,22.0,7.0,0.0,9.0,81.0,16.0,13.0,55.2
Lloyd Kelly,eng ENG,DF,Newcastle Utd,26.0,1998.0,10.0,4.0,303.0,0.0,1.0,2.0,0.0,0.4,0.5,0.0,9.0,5.0,0.0,0.3,0.12,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,146.0,80.7,2636.0,87.7,89.7,41.7,2.0,6.0,1.0,1.0,9.0,2.0,0.59,1.0,0.3,5.0,4.0,1.0,0.0,6.0,4.0,2.0,1.0,215.0,26.0,105.0,94.0,19.0,4.0,3.0,66.7,33.3,120.0,202.0,0.0,2.0,0.0,3.0,2.0,129.0,5.0,5.0,5.0,1.0,1.0,19.0,6.0,2.0,75.0
Lucas Bergvall,se SWE,MF,Tottenham,19.0,2006.0,27.0,11.0,1212.0,0.0,1.0,3.0,0.0,0.7,0.6,33.0,49.0,31.0,0.0,0.07,0.05,0.04,0.0,0.0,0.0,0.0,16.7,0.15,0.0,19.9,629.0,87.4,10567.0,91.9,89.8,74.6,11.0,53.0,7.0,3.0,49.0,22.0,1.63,4.0,0.3,39.0,19.0,32.0,15.0,18.0,8.0,10.0,24.0,885.0,36.0,188.0,478.0,232.0,22.0,45.0,46.7,44.4,531.0,1634.0,33.0,21.0,4.0,20.0,19.0,586.0,31.0,20.0,17.0,0.0,21.0,73.0,9.0,8.0,52.9
Lucas Digne,fr FRA,DF,Aston Villa,31.0,1993.0,30.0,27.0,2241.0,0.0,4.0,4.0,0.0,0.8,4.4,23.0,54.0,140.0,0.0,0.16,0.03,0.17,0.0,0.0,0.0,0.0,23.1,0.12,0.0,22.7,924.0,75.0,14998.0,88.2,78.6,39.7,35.0,43.0,29.0,18.0,54.0,63.0,2.53,5.0,0.2,62.0,36.0,62.0,20.0,23.0,4.0,19.0,25.0,1473.0,90.0,510.0,449.0,524.0,28.0,19.0,47.4,47.4,669.0,1319.0,23.0,14.0,4.0,17.0,15.0,804.0,140.0,20.0,14.0,7.0,138.0,98.0,34.0,26.0,56.7
Lucas Paquetá,br BRA,"MF,FW",West Ham,27.0,1997.0,30.0,26.0,2257.0,4.0,0.0,8.0,0.0,5.2,3.0,20.0,140.0,82.0,0.16,0.0,0.21,0.12,0.0,0.0,0.0,0.0,7.9,0.12,0.05,19.6,1047.0,77.4,17297.0,84.0,79.3,63.5,35.0,121.0,41.0,4.0,140.0,78.0,3.11,6.0,0.24,63.0,35.0,49.0,25.0,27.0,4.0,23.0,17.0,1672.0,58.0,338.0,919.0,428.0,56.0,42.0,40.5,47.6,862.0,1255.0,20.0,31.0,2.0,51.0,50.0,1181.0,82.0,49.0,57.0,6.0,28.0,140.0,47.0,57.0,45.2
Luis Díaz,co COL,FW,Liverpool,28.0,1997.0,33.0,26.0,2225.0,12.0,5.0,2.0,0.0,10.0,4.9,103.0,103.0,269.0,0.49,0.2,0.4,0.2,0.0,0.0,0.0,0.0,41.5,1.09,0.18,13.5,697.0,84.3,11124.0,88.6,86.0,82.4,54.0,45.0,43.0,6.0,103.0,116.0,4.69,16.0,0.65,33.0,21.0,34.0,21.0,18.0,0.0,18.0,7.0,1109.0,15.0,78.0,382.0,668.0,155.0,111.0,45.9,43.2,733.0,2803.0,103.0,53.0,55.0,51.0,43.0,878.0,269.0,48.0,30.0,10.0,30.0,98.0,12.0,33.0,26.7
Luis Guilherme,br BRA,"MF,FW",West Ham,19.0,2006.0,11.0,1.0,138.0,0.0,0.0,0.0,0.0,0.3,0.1,3.0,3.0,13.0,0.0,0.0,0.19,0.05,0.0,0.0,0.0,0.0,33.3,0.65,0.0,14.9,47.0,83.9,727.0,96.8,86.7,57.1,3.0,3.0,3.0,2.0,3.0,10.0,6.52,0.0,0.0,1.0,0.0,3.0,3.0,7.0,0.0,7.0,3.0,85.0,3.0,19.0,30.0,37.0,4.0,9.0,55.6,22.2,42.0,136.0,3.0,3.0,1.0,4.0,3.0,55.0,13.0,0.0,4.0,0.0,8.0,7.0,2.0,1.0,66.7
Luis Sinisterra,co COL,"FW,MF",Bournemouth,25.0,1999.0,12.0,1.0,236.0,1.0,1.0,0.0,0.0,1.2,1.4,19.0,6.0,38.0,0.38,0.38,0.46,0.54,0.0,0.0,0.0,0.0,46.2,2.29,0.08,14.8,73.0,78.5,1067.0,91.7,68.8,100.0,9.0,6.0,2.0,2.0,6.0,14.0,5.29,1.0,0.38,7.0,2.0,4.0,4.0,3.0,0.0,3.0,1.0,155.0,7.0,18.0,41.0,96.0,23.0,20.0,40.0,50.0,95.0,393.0,19.0,6.0,10.0,6.0,3.0,102.0,38.0,4.0,2.0,1.0,7.0,17.0,3.0,7.0,30.0
Luke Shaw,eng ENG,DF,Manchester Utd,29.0,1995.0,4.0,1.0,173.0,0.0,0.0,1.0,0.0,0.0,0.7,6.0,18.0,7.0,0.0,0.0,0.02,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.1,159.0,84.1,2589.0,93.5,85.5,60.0,5.0,12.0,3.0,1.0,18.0,9.0,4.68,0.0,0.0,3.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,204.0,8.0,73.0,94.0,37.0,4.0,1.0,0.0,100.0,151.0,386.0,6.0,6.0,0.0,1.0,0.0,161.0,7.0,2.0,0.0,0.0,9.0,9.0,3.0,0.0,100.0
Luke Thomas,eng ENG,DF,Leicester City,23.0,2001.0,10.0,9.0,783.0,0.0,0.0,1.0,0.0,0.1,0.1,3.0,26.0,9.0,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.7,378.0,78.9,6170.0,91.5,82.7,42.9,4.0,25.0,2.0,1.0,26.0,6.0,0.69,0.0,0.0,24.0,20.0,32.0,14.0,13.0,5.0,8.0,15.0,589.0,38.0,224.0,286.0,83.0,5.0,5.0,40.0,60.0,283.0,446.0,3.0,6.0,1.0,10.0,1.0,325.0,9.0,4.0,6.0,0.0,20.0,32.0,9.0,11.0,45.0
Luke Woolfenden,eng ENG,DF,Ipswich Town,26.0,1998.0,14.0,11.0,1097.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9,450.0,87.7,8278.0,96.6,93.4,52.2,0.0,27.0,0.0,0.0,15.0,2.0,0.16,0.0,0.0,9.0,6.0,5.0,3.0,21.0,14.0,7.0,18.0,638.0,139.0,365.0,264.0,9.0,3.0,0.0,46.58571428571428,42.44353741496598,341.0,1165.0,7.0,3.0,0.0,4.0,0.0,399.0,0.0,5.0,2.0,1.0,0.0,35.0,15.0,12.0,55.6
Mads Hermansen,dk DEN,GK,Leicester City,24.0,2000.0,27.0,27.0,2385.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.19,64.5,3.7,25.0,0.0,0.0,0.0,0.0,654.0,61.0,17066.0,97.4,94.8,32.7,0.0,20.0,1.0,0.0,1.0,3.0,0.11,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1147.0,831.0,1106.0,43.0,0.0,0.0,1.0,100.0,0.0,734.0,1904.0,0.0,0.0,0.0,1.0,0.0,625.0,0.0,0.0,3.0,0.0,0.0,17.0,4.0,1.0,80.0
Mads Roerslev,dk DEN,DF,Brentford,25.0,1999.0,19.0,11.0,1101.0,0.0,2.0,2.0,0.0,0.2,3.0,17.0,51.0,54.0,0.0,0.16,0.02,0.24,0.0,0.0,0.0,0.0,40.0,0.16,0.0,20.8,422.0,78.7,6925.0,88.0,79.9,55.1,14.0,37.0,11.0,4.0,51.0,21.0,1.72,2.0,0.16,18.0,8.0,28.0,17.0,12.0,5.0,7.0,4.0,645.0,49.0,234.0,268.0,146.0,20.0,19.0,36.8,42.1,352.0,858.0,17.0,13.0,0.0,9.0,6.0,407.0,54.0,6.0,10.0,0.0,31.0,39.0,10.0,14.0,41.7
Malo Gusto,fr FRA,DF,Chelsea,21.0,2003.0,28.0,19.0,1819.0,0.0,1.0,4.0,0.0,1.7,1.2,48.0,118.0,84.0,0.0,0.05,0.08,0.06,0.0,0.0,0.0,0.0,18.2,0.2,0.0,21.3,1168.0,86.4,19089.0,93.1,88.2,61.3,20.0,107.0,18.0,6.0,118.0,56.0,2.77,4.0,0.2,43.0,28.0,47.0,23.0,29.0,8.0,21.0,23.0,1553.0,57.0,375.0,752.0,438.0,42.0,15.0,26.7,66.7,861.0,2170.0,48.0,35.0,8.0,16.0,17.0,1047.0,84.0,20.0,18.0,2.0,51.0,114.0,8.0,15.0,34.8
Manuel Akanji,ch SUI,DF,Manchester City,29.0,1995.0,22.0,20.0,1711.0,0.0,0.0,3.0,0.0,0.7,0.4,38.0,135.0,6.0,0.0,0.0,0.04,0.02,0.0,0.0,0.0,0.0,10.0,0.05,0.0,16.3,1395.0,93.9,22867.0,95.9,95.5,73.9,9.0,150.0,11.0,2.0,135.0,34.0,1.79,2.0,0.11,15.0,10.0,12.0,5.0,11.0,8.0,3.0,7.0,1598.0,108.0,472.0,776.0,352.0,11.0,2.0,100.0,0.0,1044.0,3286.0,38.0,52.0,0.0,4.0,5.0,1264.0,6.0,16.0,9.0,0.0,11.0,86.0,24.0,29.0,45.3
Manuel Ugarte Ribeiro,uy URU,MF,Manchester Utd,24.0,2001.0,26.0,20.0,1616.0,1.0,1.0,9.0,0.0,1.0,1.1,12.0,55.0,19.0,0.06,0.06,0.05,0.06,0.0,0.0,0.0,0.0,16.7,0.17,0.06,22.0,715.0,87.5,11713.0,89.2,93.3,74.0,9.0,52.0,9.0,3.0,55.0,30.0,1.67,3.0,0.17,70.0,43.0,60.0,35.0,27.0,3.0,24.0,25.0,1047.0,40.0,300.0,575.0,190.0,15.0,31.0,54.8,32.3,599.0,1155.0,12.0,12.0,1.0,29.0,24.0,650.0,19.0,35.0,31.0,0.0,7.0,111.0,17.0,18.0,48.6
Marc Cucurella,es ESP,DF,Chelsea,26.0,1998.0,32.0,29.0,2628.0,4.0,1.0,10.0,1.0,2.6,1.9,30.0,104.0,108.0,0.14,0.03,0.09,0.06,0.0,0.0,0.0,0.0,40.9,0.31,0.18,16.5,1529.0,88.0,24117.0,93.9,90.0,57.4,18.0,108.0,12.0,3.0,104.0,46.0,1.58,5.0,0.17,58.0,38.0,50.0,25.0,40.0,13.0,27.0,23.0,2014.0,100.0,603.0,933.0,486.0,72.0,13.0,30.8,53.8,864.0,2105.0,30.0,17.0,2.0,26.0,6.0,1259.0,108.0,33.0,32.0,3.0,29.0,110.0,29.0,51.0,36.3
Marc Guéhi,eng ENG,DF,Crystal Palace,24.0,2000.0,32.0,32.0,2879.0,3.0,2.0,9.0,1.0,1.9,1.2,22.0,126.0,8.0,0.09,0.06,0.06,0.04,0.0,0.0,0.0,0.0,50.0,0.22,0.21,10.3,1377.0,83.3,26335.0,91.1,88.8,55.3,12.0,127.0,11.0,3.0,126.0,38.0,1.19,5.0,0.16,56.0,31.0,45.0,15.0,53.0,22.0,31.0,25.0,1994.0,292.0,987.0,881.0,137.0,31.0,14.0,78.6,14.3,1065.0,2804.0,22.0,17.0,1.0,16.0,16.0,1243.0,8.0,22.0,26.0,1.0,13.0,135.0,66.0,50.0,56.9
Marco Asensio,es ESP,"MF,FW",Aston Villa,29.0,1996.0,9.0,5.0,481.0,3.0,1.0,1.0,0.0,4.2,0.8,15.0,31.0,23.0,0.56,0.19,0.78,0.15,0.0,0.0,0.0,0.0,47.1,1.5,0.18,18.9,171.0,80.3,2407.0,90.1,84.1,29.4,12.0,14.0,8.0,2.0,31.0,25.0,4.68,3.0,0.56,7.0,5.0,8.0,5.0,2.0,0.0,2.0,1.0,267.0,4.0,25.0,108.0,139.0,22.0,13.0,53.8,38.5,165.0,464.0,15.0,18.0,3.0,5.0,7.0,183.0,23.0,8.0,6.0,2.0,22.0,20.0,0.0,1.0,0.0
Marcos Senesi,ar ARG,DF,Bournemouth,27.0,1997.0,15.0,12.0,1014.0,0.0,0.0,5.0,0.0,0.8,0.2,12.0,51.0,5.0,0.0,0.0,0.07,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,493.0,76.6,10211.0,88.0,85.9,49.7,3.0,73.0,12.0,3.0,51.0,16.0,1.42,1.0,0.09,35.0,21.0,30.0,16.0,15.0,7.0,8.0,11.0,783.0,67.0,349.0,376.0,67.0,12.0,9.0,55.6,44.4,483.0,1465.0,12.0,14.0,0.0,6.0,5.0,493.0,5.0,19.0,7.0,0.0,10.0,67.0,23.0,27.0,46.0
Marcus Rashford,eng ENG,"FW,MF",Manchester Utd,27.0,1997.0,15.0,12.0,978.0,4.0,1.0,2.0,0.0,1.7,2.1,20.0,21.0,79.0,0.37,0.09,0.16,0.19,0.0,0.0,0.0,0.0,56.3,0.83,0.25,16.4,253.0,73.8,3508.0,83.6,65.9,50.0,15.0,13.0,16.0,8.0,21.0,29.0,2.67,1.0,0.09,7.0,4.0,9.0,6.0,8.0,0.0,8.0,4.0,440.0,3.0,35.0,189.0,222.0,34.0,39.0,23.1,66.7,293.0,728.0,20.0,19.0,12.0,14.0,6.0,341.0,79.0,8.0,7.0,7.0,27.0,24.0,5.0,7.0,41.7
Marcus Tavernier,eng ENG,"FW,MF",Bournemouth,26.0,1999.0,25.0,16.0,1580.0,3.0,5.0,5.0,0.0,5.2,2.8,39.0,99.0,103.0,0.17,0.28,0.3,0.16,0.0,0.0,0.0,0.0,31.3,0.85,0.06,20.5,530.0,72.4,8961.0,85.9,78.2,43.6,36.0,61.0,29.0,9.0,99.0,82.0,4.67,10.0,0.57,39.0,23.0,25.0,16.0,15.0,3.0,12.0,4.0,956.0,18.0,108.0,358.0,511.0,49.0,52.0,42.3,51.9,540.0,1569.0,39.0,37.0,7.0,36.0,43.0,612.0,103.0,25.0,20.0,4.0,89.0,96.0,24.0,31.0,43.6
Mario Lemina,ga GAB,"MF,DF",Wolves,31.0,1993.0,17.0,15.0,1364.0,1.0,3.0,4.0,0.0,1.4,1.1,8.0,48.0,21.0,0.07,0.2,0.09,0.07,0.0,0.0,0.0,0.0,27.8,0.33,0.06,21.9,493.0,80.4,9479.0,85.0,87.7,61.1,10.0,43.0,13.0,4.0,48.0,26.0,1.71,5.0,0.33,51.0,31.0,29.0,9.0,12.0,7.0,5.0,27.0,809.0,92.0,324.0,378.0,119.0,18.0,16.0,62.5,25.0,382.0,1038.0,8.0,12.0,2.0,21.0,11.0,482.0,21.0,17.0,8.0,4.0,10.0,73.0,25.0,16.0,61.0
Mark Flekken,nl NED,GK,Brentford,31.0,1993.0,32.0,32.0,2825.0,0.0,1.0,1.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.03,0.0,0.01,1.53,73.3,15.6,0.0,0.0,0.0,0.0,0.0,1113.0,73.3,32882.0,97.8,97.4,50.1,2.0,44.0,2.0,0.0,0.0,7.0,0.22,1.0,0.03,4.0,4.0,9.0,6.0,2.0,0.0,2.0,0.0,1616.0,1261.0,1569.0,52.0,0.0,0.0,1.0,100.0,0.0,987.0,2803.0,0.0,0.0,0.0,3.0,0.0,905.0,0.0,0.0,3.0,0.0,0.0,35.0,4.0,0.0,100.0
Mark Travers,ie IRL,GK,Bournemouth,25.0,1999.0,5.0,5.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,80.0,20.0,0.0,0.0,0.0,0.0,0.0,100.0,70.4,3469.0,100.0,96.2,51.8,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,144.0,159.0,3.0,0.0,0.0,0.0,46.58571428571428,42.44353741496598,85.0,188.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,100.0
Marshall Munetsi,zw ZIM,"MF,FW",Wolves,28.0,1996.0,10.0,9.0,788.0,1.0,1.0,0.0,0.0,3.0,1.5,5.0,8.0,24.0,0.11,0.11,0.34,0.17,0.0,0.0,0.0,0.0,33.3,0.57,0.07,14.8,117.0,73.6,1420.0,80.4,75.0,33.3,7.0,4.0,1.0,0.0,8.0,16.0,1.83,1.0,0.11,19.0,9.0,18.0,7.0,9.0,1.0,8.0,5.0,274.0,15.0,41.0,150.0,85.0,24.0,7.0,14.3,71.4,106.0,123.0,5.0,3.0,3.0,26.0,11.0,138.0,24.0,13.0,10.0,3.0,5.0,29.0,22.0,17.0,56.4
Martin Dúbravka,sk SVK,GK,Newcastle Utd,36.0,1989.0,10.0,10.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,70.7,50.0,0.0,0.0,0.0,0.0,0.0,265.0,79.6,5932.0,100.0,100.0,40.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,262.0,337.0,14.0,0.0,0.0,0.0,46.58571428571428,42.44353741496598,202.0,643.0,0.0,0.0,0.0,0.0,0.0,175.0,0.0,0.0,1.0,0.0,0.0,18.0,4.0,0.0,100.0
Martin Ødegaard,no NOR,MF,Arsenal,26.0,1998.0,26.0,23.0,2040.0,2.0,6.0,4.0,0.0,4.4,4.6,79.0,231.0,142.0,0.09,0.26,0.2,0.2,0.0,0.0,0.0,0.0,31.7,0.57,0.02,18.7,1099.0,82.6,17070.0,90.3,87.1,53.0,56.0,115.0,78.0,5.0,231.0,112.0,4.95,13.0,0.57,19.0,11.0,24.0,20.0,4.0,0.0,4.0,4.0,1494.0,6.0,98.0,625.0,785.0,104.0,54.0,40.7,55.6,1031.0,3279.0,79.0,72.0,23.0,28.0,38.0,1188.0,142.0,10.0,20.0,1.0,80.0,86.0,8.0,7.0,53.3
Mason Mount,eng ENG,"MF,FW",Manchester Utd,26.0,1999.0,13.0,4.0,374.0,0.0,0.0,3.0,0.0,1.5,0.2,9.0,18.0,20.0,0.0,0.0,0.35,0.05,0.0,0.0,0.0,0.0,30.0,0.72,0.0,15.8,123.0,79.9,1727.0,85.7,79.5,60.0,5.0,9.0,3.0,1.0,18.0,14.0,3.37,0.0,0.0,8.0,2.0,8.0,2.0,7.0,1.0,6.0,2.0,200.0,3.0,27.0,95.0,81.0,18.0,4.0,0.0,75.0,130.0,278.0,9.0,9.0,2.0,9.0,9.0,151.0,20.0,13.0,7.0,0.0,9.0,11.0,3.0,6.0,33.3
Massimo Luongo,au AUS,MF,Ipswich Town,32.0,1992.0,9.0,2.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.104956896551727,0.0,0.0724353448275862,15.432112068965518,43.0,75.4,613.0,90.0,68.8,42.9,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,8.0,5.0,7.0,3.0,4.0,2.0,2.0,2.0,77.0,9.0,33.0,25.0,19.0,1.0,0.0,46.58571428571428,42.44353741496598,40.0,25.0,0.0,0.0,0.0,2.0,3.0,44.0,1.0,1.0,2.0,0.0,1.0,10.0,1.0,0.0,100.0
Mateo Kovačić,hr CRO,MF,Manchester City,30.0,1994.0,28.0,22.0,1960.0,6.0,1.0,5.0,0.0,1.7,3.5,51.0,142.0,15.0,0.28,0.05,0.08,0.16,0.0,0.0,0.0,0.0,31.6,0.55,0.16,22.2,1523.0,92.5,23541.0,95.0,95.6,62.5,28.0,178.0,27.0,0.0,142.0,59.0,2.71,6.0,0.28,61.0,36.0,59.0,32.0,19.0,0.0,19.0,20.0,1859.0,48.0,274.0,1063.0,543.0,16.0,38.0,52.6,28.9,1259.0,3432.0,51.0,71.0,3.0,16.0,29.0,1506.0,15.0,22.0,22.0,0.0,0.0,109.0,9.0,7.0,56.3
Mateus Fernandes,pt POR,MF,Southampton,20.0,2004.0,32.0,30.0,2584.0,2.0,3.0,8.0,0.0,3.7,2.6,72.0,130.0,99.0,0.07,0.1,0.13,0.09,0.0,0.0,0.0,0.0,36.8,0.49,0.05,18.6,977.0,79.7,16522.0,87.9,85.4,54.9,30.0,89.0,21.0,4.0,130.0,68.0,2.37,6.0,0.21,81.0,43.0,61.0,31.0,39.0,5.0,34.0,21.0,1577.0,57.0,336.0,774.0,503.0,45.0,96.0,44.8,45.8,814.0,2926.0,72.0,65.0,8.0,50.0,33.0,976.0,99.0,40.0,52.0,3.0,102.0,162.0,13.0,9.0,59.1
Matheus Cunha,br BRA,"MF,FW",Wolves,25.0,1999.0,29.0,26.0,2341.0,15.0,6.0,3.0,0.0,7.9,7.3,103.0,129.0,144.0,0.58,0.23,0.3,0.28,0.0,0.0,0.0,0.0,42.1,1.54,0.16,20.6,727.0,72.0,11575.0,85.3,75.8,45.6,51.0,88.0,54.0,10.0,129.0,117.0,4.5,16.0,0.62,35.0,21.0,35.0,24.0,19.0,1.0,18.0,16.0,1393.0,22.0,171.0,643.0,627.0,113.0,126.0,45.2,43.7,800.0,3062.0,103.0,88.0,35.0,70.0,47.0,939.0,144.0,39.0,69.0,8.0,120.0,120.0,10.0,27.0,27.0
Matheus Nunes,pt POR,"DF,MF",Manchester City,26.0,1998.0,23.0,16.0,1404.0,1.0,5.0,4.0,0.0,0.9,4.2,56.0,66.0,151.0,0.06,0.32,0.06,0.27,0.0,0.0,0.0,0.0,42.9,0.19,0.14,18.3,885.0,86.5,13810.0,91.4,88.7,66.2,21.0,43.0,25.0,7.0,66.0,39.0,2.5,6.0,0.38,28.0,18.0,31.0,18.0,14.0,3.0,11.0,12.0,1166.0,35.0,207.0,442.0,522.0,53.0,33.0,45.5,39.4,717.0,1991.0,56.0,26.0,22.0,27.0,11.0,842.0,151.0,28.0,14.0,6.0,37.0,57.0,13.0,15.0,46.4
Mathias Jensen,dk DEN,MF,Brentford,29.0,1996.0,19.0,8.0,770.0,0.0,2.0,2.0,0.0,0.2,1.6,6.0,55.0,26.0,0.0,0.23,0.03,0.19,0.0,0.0,0.0,0.0,16.7,0.12,0.0,23.1,327.0,75.0,6098.0,87.1,79.0,55.7,15.0,39.0,17.0,2.0,55.0,37.0,4.32,4.0,0.47,12.0,8.0,15.0,8.0,13.0,4.0,9.0,7.0,510.0,23.0,115.0,215.0,183.0,9.0,15.0,60.0,26.7,273.0,538.0,6.0,8.0,0.0,8.0,6.0,315.0,26.0,7.0,10.0,0.0,31.0,44.0,8.0,5.0,61.5
